PartyId,direction_flag,prob_consolidation,prob_outflow_risk,prob_neutral,action_priority_score,total_external_balance,total_cytd_inflow,total_cytd_outflow,has_large_withdrawal,has_rollover,has_external_account,tenure_years,PartyAge
4313894,Outflow Risk,0.0,0.9993,0.0007,0.9993,0.0,0.0,3057000.0,1,0,0,7.91506849315068,73
1109683,Outflow Risk,0.0,0.9992,0.0008,0.9992,0.0,0.0,2329846.57,1,0,0,17.03287671,71
3581827,Outflow Risk,0.0,0.9992,0.0008,0.9992,0.0,0.0,1312777.78,1,0,0,9.22739726027397,81
3805210,Outflow Risk,0.0,0.9991,0.0009,0.9991,0.0,0.0,1889485.62,1,0,0,8.63287671232876,74
32214543,Outflow Risk,0.0,0.9991,0.0009,0.9991,0.0,0.0,1550482.10999999,1,0,0,9.44383561643835,74
32214562,Outflow Risk,0.0,0.999,0.001,0.999,0.0,0.0,1991642.83,1,0,0,9.44383561643835,72
1437534,Outflow Risk,0.0,0.999,0.001,0.999,0.0,0.0,1670700.0,1,0,0,23.04657534,73
5990682,Outflow Risk,0.0,0.999,0.001,0.999,0.0,0.0,2097817.66,1,0,0,11.8657534246575,86
1755150,Outflow Risk,0.0,0.999,0.001,0.999,0.0,0.0,3704000.0,1,0,0,14.77260274,91
3856047,Outflow Risk,0.0,0.999,0.001,0.999,0.0,0.0,1352927.9,1,0,0,8.47671232876712,86
34760,Outflow Risk,0.0,0.999,0.001,0.999,0.0,0.0,1658303.3,1,0,0,32.16712329,84
1615483,Outflow Risk,0.0,0.999,0.001,0.999,0.0,0.0,2317334.41,1,0,0,15.35616438,86
4068349,Outflow Risk,0.0,0.9989,0.0011,0.9989,0.0,0.0,1941992.38,1,0,0,33.2958904109589,89
3503438,Outflow Risk,0.0,0.9989,0.0011,0.9989,0.0,0.0,4896000.0,1,0,0,9.43835616438356,75
3651637,Outflow Risk,0.0,0.9989,0.0011,0.9989,0.0,0.0,3562322.55,1,0,0,8.91506849315068,76
346293,Outflow Risk,0.0,0.9988,0.0012,0.9988,0.0,0.0,1745658.39,1,0,0,18.40821918,80
1636734,Outflow Risk,0.0,0.9988,0.0012,0.9988,0.0,0.0,1107048.18,1,0,0,15.30410959,81
350731,Outflow Risk,0.0,0.9988,0.0012,0.9988,0.0,0.0,2776990.67,1,0,0,18.45479452,76
1001381,Outflow Risk,0.0,0.9988,0.0012,0.9988,0.0,0.0,6546548.83,1,0,0,32.63561644,81
1006221,Outflow Risk,0.0,0.9988,0.0012,0.9988,0.0,0.0,2365108.64,1,0,0,39.9890411,90
6233201,Outflow Risk,0.0,0.9988,0.0012,0.9988,0.0,0.0,2734673.55,1,0,0,39.1616438356164,70
1860672,Outflow Risk,0.0,0.9987,0.0013,0.9987,0.0,0.0,1930655.16,1,0,0,14.3890411,77
1861367,Outflow Risk,0.0,0.9987,0.0013,0.9987,0.0,0.0,3062386.47,1,0,0,14.38356164,76
3599882,Outflow Risk,0.0,0.9987,0.0013,0.9987,0.0,0.0,3952138.57,1,0,0,8.28493150684931,98
5613769,Outflow Risk,0.0,0.9987,0.0013,0.9987,0.0,0.0,2217998.45,1,0,0,7.32054794520548,88
5841624,Outflow Risk,0.0,0.9987,0.0013,0.9987,0.0,0.0,3937914.38,1,0,0,24.986301369863,83
22594197,Outflow Risk,0.0,0.9987,0.0013,0.9987,0.0,0.0,1063666.67,1,0,0,15.0547945205479,75
4095880,Outflow Risk,0.0,0.9987,0.0013,0.9987,0.0,0.0,2410625.0,1,0,0,8.28219178082191,69
465219,Outflow Risk,0.0,0.9987,0.0013,0.9987,0.0,0.0,1964500.0,1,0,0,24.00821918,92
4112904,Outflow Risk,0.0,0.9987,0.0013,0.9987,0.0,0.0,1955205.34,1,0,0,24.745205479452,71
4718580,Outflow Risk,0.0,0.9987,0.0013,0.9987,0.0,0.0,3219377.92999999,1,0,0,13.6575342465753,78
1653278,Outflow Risk,0.0,0.9987,0.0013,0.9987,0.0,0.0,3262076.15,1,0,0,17.8109589,75
2023261,Outflow Risk,0.0,0.9986,0.0014,0.9986,0.0,0.0,7648373.8,1,0,0,13.98082192,73
1849339,Outflow Risk,0.0,0.9986,0.0014,0.9986,0.0,0.0,3240432.0,1,0,0,14.38630137,73
2408197,Outflow Risk,0.0,0.9986,0.0014,0.9986,0.0,0.0,4160200.0,1,0,0,12.84383562,87
1179672,Outflow Risk,0.0,0.9986,0.0014,0.9986,0.0,0.0,878461.54,1,0,0,16.85753425,81
202850,Outflow Risk,0.0,0.9986,0.0014,0.9986,0.0,0.0,1386902.08,1,0,0,51.4109589,84
1887835,Outflow Risk,0.0,0.9985,0.0015,0.9985,0.0,0.0,1560500.0,1,0,0,14.23287671,88
2636390,Outflow Risk,0.0,0.9985,0.0015,0.9985,0.0,0.0,1626029.33,1,0,0,12.15616438,66
1171522,Outflow Risk,0.0,0.9984,0.0016,0.9984,0.0,0.0,783675.18,1,0,0,16.87671233,74
618305,Outflow Risk,0.0,0.9984,0.0016,0.9984,0.0,0.0,500000.0,1,0,0,8.745205479,73
6022962,Outflow Risk,0.0,0.9984,0.0016,0.9984,0.0,0.0,1466693.9,1,0,0,23.4575342465753,73
1396010,Outflow Risk,0.0,0.9984,0.0016,0.9984,0.0,0.0,4184819.39,1,0,0,25.10410959,75
6249821,Outflow Risk,0.0,0.9984,0.0016,0.9984,0.0,0.0,2950847.25,1,0,0,26.7753424657534,83
1193036,Outflow Risk,0.0,0.9984,0.0016,0.9984,0.0,0.0,2414000.91,1,0,0,16.87945205,72
5753891,Outflow Risk,0.0,0.9984,0.0016,0.9984,0.0,0.0,3277740.0,1,0,0,4.37808219178082,89
5586379,Outflow Risk,0.0,0.9983,0.0017,0.9983,0.0,0.0,3215720.17,1,0,0,25.5808219178082,83
1853078,Outflow Risk,0.0,0.9983,0.0017,0.9983,0.0,0.0,6174324.83,1,0,0,27.82739726,87
264251,Outflow Risk,0.0,0.9983,0.0017,0.9983,0.0,0.0,1690345.02,1,0,0,18.94794521,76
5918854,Outflow Risk,0.0,0.9983,0.0017,0.9983,0.0,0.0,3872082.4,1,0,0,20.786301369863,72
899561,Outflow Risk,0.0,0.9983,0.0017,0.9983,0.0,0.0,3605105.04,1,0,0,17.12054795,75
1401425,Outflow Risk,0.0,0.9983,0.0017,0.9983,0.0,0.0,38982004.96,1,0,0,22.34520548,73
5987476,Outflow Risk,0.0,0.9983,0.0017,0.9983,0.0,0.0,1415595.27,1,0,0,40.1808219178082,74
1148021,Outflow Risk,0.0,0.9983,0.0017,0.9983,0.0,0.0,1555081.99,1,0,0,16.91506849,76
5859513,Outflow Risk,0.0,0.9983,0.0017,0.9983,0.0,0.0,1210187.5,1,0,0,6.90958904109589,68
6075931,Outflow Risk,0.0,0.9982,0.0018,0.9982,0.0,0.0,3060000.0,1,0,0,36.6904109589041,76
15606885,Outflow Risk,0.0,0.9982,0.0018,0.9982,0.0,0.0,755909.04,1,0,0,5.0986301369863,74
654818,Outflow Risk,0.0,0.9982,0.0018,0.9982,0.0,0.0,2301262.79,1,0,0,34.53424658,83
4366970,Outflow Risk,0.0,0.9982,0.0018,0.9982,0.0,0.0,1057504.56,1,0,0,7.80273972602739,78
1116323,Outflow Risk,0.0,0.9982,0.0018,0.9982,0.0,0.0,2434833.07,1,0,0,16.90958904,82
3727371,Outflow Risk,0.0,0.9981,0.0019,0.9981,0.0,0.0,3233800.0,1,0,0,8.78630136986301,71
4019459,Outflow Risk,0.0,0.9981,0.0019,0.9981,0.0,0.0,4208031.7,1,0,0,8.30684931506849,65
550428,Outflow Risk,0.0,0.9981,0.0019,0.9981,0.0,0.0,772153.96,1,0,0,10.21917808,74
675611,Outflow Risk,0.0,0.9981,0.0019,0.9981,0.0,0.0,687607.43,1,0,0,37.68767123,90
1650792,Outflow Risk,0.0,0.9981,0.0019,0.9981,0.0,0.0,555200.0,1,0,0,15.27123288,85
1165961,Outflow Risk,0.0,0.9981,0.0019,0.9981,0.0,0.0,815932.76,1,0,0,16.81643836,73
3692349,Outflow Risk,0.0,0.9981,0.0019,0.9981,0.0,0.0,558581.81,1,0,0,8.90136986301369,88
6073896,Outflow Risk,0.0,0.998,0.002,0.998,0.0,0.0,339779.51,1,0,0,18.4931506849315,75
852938,Outflow Risk,0.0,0.998,0.002,0.998,0.0,0.0,1096684.07,1,0,0,17.29315068,73
830060,Outflow Risk,0.0,0.998,0.002,0.998,0.0,0.0,1186000.0,1,0,0,15.89863014,72
1146181,Outflow Risk,0.0,0.998,0.002,0.998,0.0,0.0,1251556.26,1,0,0,16.92054795,77
4569269,Outflow Risk,0.0,0.998,0.002,0.998,0.0,0.0,3593928.6,1,0,0,7.55068493150684,79
5617817,Outflow Risk,0.0,0.9979,0.0021,0.9979,0.0,0.0,910000.0,1,0,0,7.24657534246575,68
6225713,Outflow Risk,0.0,0.9979,0.0021,0.9979,0.0,0.0,1939900.0,1,0,0,35.9835616438356,75
